topology,links,nodes,flows,avg,into sol,into time,into gap,vrp sol,vrp time,vrp gap,lower sol,lower time,lower gap,relax sol,relax time,relax gap,ctr sol,ctr time,ctr gap,h sol,h time,h gap
zoo_50_481,78,50,481,4.112266112,25,1.15,0,25,192.81,0,25,0.25,0,25,0.08,0,28,0.01,10.71%,31,0.005,19.35%
zoo_50_600,78,50,600,4.216666667,25,2.42,0,25,202.52,0,25,0.32,0,25,0.1,0,27,0.01,7.41%,27,0.007,7.41%
zoo_52_130,74,44,130,5.530769231,21,0.71,0,21,215.15,0,21,0.07,0,18,0.03,14.28,30,0.00,30.00%,27,0.002,22.22%
zoo_52_260,79,51,260,3.473076923,35,0.93,0,35,25.05,0,35,0.08,0,25,0.04,28.57,38,0.00,7.89%,39,0.002,10.26%
zoo_52_390,83,48,390,5.666666667,23,9.72,0,26,1755.47,0,23,0.18,0,22,0.08,4.34,32,0.01,28.13%,32,0.006,28.13%
zoo_52_394,81,52,394,3.697969543,27,3.44,0,27,132.85,0,27,0.13,0,26,0.07,3.7,35,0.01,22.86%,34,0.004,20.59%
zoo_52_520,86,51,520,5.344230769,26,33.9,0,64,2388.18,0,26,0.37,0,25,0.11,3.84,34,0.01,23.53%,31,0.009,16.13%
zoo_52_523,81,52,523,3.873804971,26,1.5,0,26,82.81,0,26,0.16,0,26,0.09,0,29,0.01,10.34%,31,0.005,16.13%
zoo_52_650,91,52,650,5.52,29,31.93,0,44,3601.6,3.33,29,0.49,0,26,0.14,10.34,36,0.02,19.44%,39,0.009,25.64%
zoo_54_141,71,46,141,3.695035461,31,0.23,0,31,13.54,0,31,0.05,0,20,0.03,35.48,34,0.00,8.82%,33,0.001,6.06%
zoo_54_152,80,45,152,5.539473684,21,1.97,0,21,3600.59,6.35,19,0.07,9.52,17,0.03,19.04,31,0.00,32.26%,29,0.002,27.59%
zoo_54_281,96,53,281,3.459074733,39,0.86,0,39,34.33,0,39,0.09,0,26,0.06,33.33,44,0.01,11.36%,45,0.003,13.33%
zoo_54_421,104,54,421,3.605700713,39,2.13,0,39,94.32,0,39,0.15,0,27,0.09,30.76,48,0.01,18.75%,48,0.004,18.75%
zoo_54_423,82,53,423,4.170212766,28,17.72,0,28,323.96,0,28,0.23,0,26,0.08,7.14,33,0.01,15.15%,34,0.004,17.65%
zoo_54_561,104,54,561,3.736185383,37,8.42,0,37,205.55,0,37,0.2,0,27,0.12,27.02,42,0.01,11.90%,41,0.005,9.76%
zoo_54_564,84,54,564,4.386524823,27,0.91,0,27,322.01,0,27,0.32,0,27,0.1,0,32,0.01,15.63%,30,0.006,10.00%
zoo_54_702,104,54,702,3.937321937,37,36.15,0,37,242.31,0,37,0.27,0,27,0.16,27.02,41,0.02,9.76%,41,0.006,9.76%
zoo_55_152,51,36,152,3.934210526,17,0.26,0,17,16.33,0,17,0.08,0,17,0.02,0,20,0.00,15.00%,21,0.001,19.05%
zoo_55_281,82,53,281,3.921708185,31,1.1,0,31,34.42,0,31,0.1,0,26,0.05,16.12,38,0.00,18.42%,34,0.003,8.82%
zoo_55_303,86,47,303,5.498349835,27,5,0,27,3602,3.7,26,0.12,3.7,20,0.07,25.92,37,0.01,27.03%,34,0.004,20.59%
zoo_55_421,86,54,421,4.19239905,27,1.68,0,27,198.9,0,27,0.16,0,27,0.08,0,34,0.01,20.59%,31,0.004,12.90%
zoo_55_562,84,53,562,4.46797153,26,2.93,0,26,302.55,0,26,0.21,0,26,0.11,0,31,0.01,16.13%,32,0.006,18.75%
zoo_55_702,86,54,702,4.444444444,27,2.84,0,38,667.85,0,27,0.28,0,27,0.14,0,31,0.02,12.90%,29,0.009,6.90%
zoo_56_152,72,45,152,4.973684211,23,0.59,0,23,164.89,0,23,0.06,0,19,0.03,17.39,30,0.00,23.33%,29,0.002,20.69%
zoo_56_303,73,50,303,4.188118812,26,0.53,0,26,35.01,0,26,0.1,0,24,0.05,7.69,33,0.01,21.21%,31,0.003,16.13%
zoo_56_454,94,53,454,5.581497797,27,42.6,0,38,2818.17,0,27,0.34,0,25,0.11,7.4,36,0.01,25.00%,38,0.007,28.95%
zoo_56_605,99,56,605,5.841322314,29,16.57,0,51,880.72,0,29,0.36,0,28,0.14,3.44,39,0.02,25.64%,39,0.010,25.64%
zoo_56_617,85,56,617,4.260940032,28,2.29,0,28,159.27,0,28,0.25,0,28,0.13,0,34,0.01,17.65%,34,0.006,17.65%
zoo_56_756,99,56,756,5.738095238,29,24.46,0,44,3601.99,12.12,29,0.37,0,28,0.18,3.44,38,0.02,23.68%,40,0.011,27.50%
zoo_57_325,109,54,325,3.452307692,39,1.71,0,39,55.95,0,39,0.15,0,25,0.07,35.89,45,0.01,13.33%,51,0.003,23.53%
zoo_58_163,109,56,163,3.165644172,53,0.19,0,53,26.76,0,53,0.06,0,27,0.03,49.05,55,0.00,3.64%,55,0.001,3.64%
zoo_58_325,88,54,325,3.501538462,31,1.6,0,31,53.14,0,31,0.11,0,26,0.06,16.12,38,0.01,18.42%,39,0.003,20.51%
zoo_58_487,119,58,487,3.605749487,39,3.57,0,39,107.98,0,39,0.29,0,29,0.11,25.64,50,0.01,22.00%,53,0.004,26.42%
zoo_58_649,117,58,649,3.665639445,36,44.84,0,94,1442.13,0,36,0.46,0,29,0.15,19.44,46,0.02,21.74%,51,0.007,29.41%
zoo_58_650,95,58,650,3.843076923,30,18.13,0,30,211.54,0,30,0.24,0,29,0.13,3.33,35,0.01,14.29%,35,0.006,14.29%
zoo_58_812,120,58,812,3.684729064,36,23.54,0,39,3115.16,0,36,0.59,0,29,0.19,19.44,43,0.02,16.28%,49,0.007,26.53%
zoo_59_174,79,47,174,3.408045977,33,0.42,0,33,16.48,0,33,0.05,0,19,0.03,42.42,38,0.00,13.16%,41,0.002,19.51%
zoo_59_348,80,54,348,3.850574713,29,1.41,0,29,105.46,0,29,0.17,0,25,0.07,13.79,37,0.01,21.62%,35,0.003,17.14%
zoo_60_174,59,38,174,3.603448276,23,0.26,0,23,13.79,0,23,0.05,0,18,0.03,21.73,25,0.00,8.00%,24,0.001,4.17%
zoo_60_348,92,55,348,3.543103448,32,0.78,0,32,53.9,0,32,0.12,0,27,0.07,15.62,39,0.01,17.95%,40,0.003,20.00%
zoo_60_350,83,58,350,3.634285714,37,0.55,0,37,43.69,0,37,0.11,0,28,0.07,24.32,42,0.01,11.90%,42,0.003,11.90%
zoo_60_351,87,59,351,3.404558405,39,0.57,0,39,33.95,0,39,0.1,0,29,0.07,25.64,40,0.01,2.50%,43,0.003,9.30%
zoo_60_522,92,58,522,4.024904215,34,4.49,0,34,109.13,0,34,0.21,0,28,0.1,17.64,41,0.01,17.07%,39,0.006,12.82%
zoo_60_524,87,59,524,3.856870229,34,8.31,0,34,94.9,0,34,0.17,0,29,0.1,14.7,39,0.01,12.82%,40,0.005,15.00%
zoo_60_527,87,59,527,3.688804554,30,0.89,0,30,75.27,0,30,0.16,0,29,0.09,3.33,33,0.01,9.09%,40,0.004,25.00%
zoo_60_696,97,60,696,4.158045977,35,5.17,0,35,352.48,0,35,0.28,0,30,0.15,14.28,41,0.02,14.63%,39,0.007,10.26%
zoo_60_715,87,59,715,3.86993007,29,1.69,0,29,159.25,0,29,0.26,0,29,0.16,0,33,0.02,12.12%,34,0.006,14.71%
zoo_60_720,89,60,720,3.713888889,30,1.12,0,30,246.13,0,30,0.25,0,30,0.14,0,30,0.02,0.00%,35,0.006,14.29%
zoo_60_870,97,60,870,4.23908046,35,3.57,0,35,796.25,0,35,0.36,0,30,0.19,14.28,39,0.03,10.26%,35,0.009,0.00%
zoo_61_174,85,42,174,3.17816092,37,0.4,0,37,16.09,0,37,0.06,0,17,0.03,54.05,41,0.00,9.76%,44,0.001,15.91%
zoo_61_372,92,54,372,5.647849462,26,44.57,0,33,3602.17,17.24,24,0.17,7.69,23,0.09,11.53,32,0.01,18.75%,33,0.005,21.21%
zoo_62_186,81,51,186,5.661290323,23,1.55,0,24,1640.23,0,23,0.08,0,22,0.04,4.34,32,0.00,28.13%,29,0.003,20.69%
zoo_62_558,100,61,558,3.643369176,32,8.57,0,32,146.96,0,32,0.37,0,30,0.11,6.25,35,0.01,8.57%,38,0.005,15.79%
zoo_62_744,102,62,744,3.739247312,31,2.12,0,34,1206.62,0,31,0.52,0,31,0.16,0,34,0.02,8.82%,35,0.006,11.43%
zoo_62_745,100,60,745,5.744966443,29,5.93,0,,3601.69,57.35,29,0.43,0,29,0.18,0,39,0.03,25.64%,37,0.011,21.62%
zoo_62_930,102,62,930,3.821505376,31,3.08,0,31,544.56,0,31,0.51,0,31,0.2,0,33,0.02,6.06%,32,0.010,3.13%
zoo_63_595,92,61,595,5.104201681,30,41.7,0,31,1433.65,0,30,0.29,0,29,0.13,3.33,39,0.01,23.08%,34,0.007,11.76%
zoo_64_199,88,58,199,5.060301508,34,0.46,0,34,134.87,0,34,0.09,0,26,0.04,23.52,42,0.00,19.05%,41,0.002,17.07%
zoo_64_348,114,54,348,3.554597701,46,2.45,0,46,72.29,0,46,0.18,0,24,0.08,47.82,53,0.01,13.21%,55,0.003,16.36%
zoo_64_397,91,61,397,5.025188917,32,2.74,0,33,3600.87,3.12,31,0.18,3.12,29,0.08,9.37,40,0.01,20.00%,39,0.005,17.95%
zoo_64_522,132,57,522,3.706896552,54,5.83,0,54,402.78,0,54,0.22,0,28,0.13,48.14,58,0.01,6.90%,66,0.005,18.18%
zoo_64_595,111,63,595,4.484033613,38,10.4,0,38,284.64,0,38,0.28,0,31,0.14,18.42,45,0.02,15.56%,46,0.007,17.39%
zoo_64_696,136,58,696,3.88362069,55,12.72,0,55,389.36,0,55,0.31,0,28,0.18,49.09,60,0.02,8.33%,68,0.007,19.12%
zoo_64_793,96,63,793,5.348045397,31,3.73,0,71,3601.99,20.51,31,0.64,0,31,0.18,0,38,0.02,18.42%,36,0.010,13.89%
zoo_64_870,141,60,870,3.954022989,55,18.94,0,,,,55,0.43,0,30,0.24,45.45,60,0.03,8.33%,72,0.009,23.61%
zoo_64_992,99,64,992,5.421370968,32,4.88,0,78,3610.05,25.58,32,0.64,0,32,0.23,0,36,0.03,11.11%,35,0.013,8.57%
zoo_65_212,97,56,212,3.58490566,41,0.57,0,41,37.73,0,41,0.09,0,25,0.04,39.02,46,0.00,10.87%,49,0.002,16.33%
zoo_65_634,118,65,634,3.933753943,42,4.53,0,42,547.99,0,42,0.27,0,32,0.14,23.8,52,0.02,19.23%,53,0.006,20.75%
